,metabolite,flux,name,hmdb,kegg.compound,pubchem.compound,inchi,chebi,reaction,global_id
15,val_L,1.563181765023736,L-valine,HMDB00883,C00183,6287.0,"InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1",,EX_val_L_m,EX_val_L(e)
16,arg_L,0.8685010864174137,L-argininium(1+),HMDB00517,C00062,6322.0,"InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/p+1/t4-/m0/s1",,EX_arg_L_m,EX_arg_L(e)
17,his_L,0.4444945879787001,L-histidine,HMDB00177,C00135,6274.0,"InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m0/s1",,EX_his_L_m,EX_his_L(e)
18,glu_L,3.0193955296045156,L-glutamate(1-),HMDB00148,C00025,33032.0,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/p-1/t3-/m0/s1",,EX_glu_L_m,EX_glu_L(e)
19,ribflv,0.00030134000630772,Riboflavin,HMDB00244,C00255,493570.0,,,EX_ribflv_m,EX_ribflv(e)
20,nac,0.0011014142332403602,Nicotinate,HMDB01488,C00253,938.0,,,EX_nac_m,EX_nac(e)
21,pnto_R,0.00226166047281042,(R)-Pantothenate,HMDB00210,C00864,988.0,"InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)/p-1",,EX_pnto_R_m,EX_pnto_R(e)
22,5mthf,6.8449326521000005e-06,5-Methyltetrahydrofolate,HMDB01396,C00440,439234.0,,,EX_5mthf_m,EX_5mthf(e)
23,thf,7.0770204682600005e-06,"5,6,7,8-Tetrahydrofolate",HMDB01846,C00101,91443.0,,,EX_thf_m,EX_thf(e)
24,chol,0.5580473222822521,Choline,HMDB00097,C00114,305.0,"InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1",,EX_chol_m,EX_chol(e)
25,caro,2.166547519838e-05,beta-carotene,HMDB00561,C02094,,,,EX_caro_m,EX_caro(e)
26,phyQ,5.3069953851e-06,phylloquinone,HMDB03555,C02059,5280483.0,,,EX_phyQ_m,EX_phyQ(e)
27,ocdca,1.8697819481686377,octadecanoate (n-C18:0),HMDB00827,C01530,3033836.0,"InChI=1S/C18H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H,19,20)/p-1",,EX_ocdca_m,EX_ocdca(e)
28,chsterol,0.1667581439195559,cholesterol,HMDB00067,C00187,5997.0,,,EX_chsterol_m,EX_chsterol(e)
29,ca2,6.629507460452117,calcium(2+),HMDB00464,C00076,,InChI=1S/Ca/q+2,,EX_ca2_m,EX_ca2(e)
30,k,2.3051912743009275,potassium,HMDB00586,C00238,813.0,InChI=1S/K/q+1,,EX_k_m,EX_k(e)
31,cu2,0.0061638608252289,Cu2+,,,,,,EX_cu2_m,EX_cu2(e)
32,mn2,0.0037732103499496,Mn2+,,,,,,EX_mn2_m,EX_mn2(e)
33,ascb_L,0.04217599513922754,L-ascorbate,HMDB00044,C00072,,"InChI=1S/C6H8O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-10H,1H2/p-1/t2-,5+/m0/s1",,EX_ascb_L_m,EX_ascb_L(e)
34,thm,0.0001071384479485,Thiamin,HMDB00235,C00378,1130.0,"InChI=1S/C12H17N4OS/c1-8-11(3-4-17)18-7-16(8)6-10-5-14-9(2)15-12(10)13/h5,7,17H,3-4,6H2,1-2H3,(H2,13,14,15)/q+1",,EX_thm_m,EX_thm(e)
35,ncam,0.00110120589954848,Nicotinamide,HMDB01406,C00153,936.0,,,EX_ncam_m,EX_ncam(e)
36,pydam,6.0000354607820004e-05,Pyridoxamine,HMDB01431,C00534,1052.0,"InChI=1S/C8H12N2O2/c1-5-8(12)7(2-9)6(4-11)3-10-5/h3,11-12H,2,4,9H2,1H3/p+1",,EX_pydam_m,EX_pydam(e)
37,pydx,6.073222383076e-05,Pyridoxal,HMDB01545,C00250,1050.0,"InChI=1S/C8H9NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,4,10,12H,3H2,1H3",,EX_pydx_m,EX_pydx(e)
38,pydxn,6.000858268638e-05,Pyridoxine,HMDB00239,C00314,1054.0,"InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3",,EX_pydxn_m,EX_pydxn(e)
39,retinol,0.00037006796261566005,retinol,HMDB00305,C00473,445354.0,"InChI=1S/C20H30O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,21H,7,10,14-15H2,1-5H3",,EX_retinol_m,EX_retinol(e)
40,thr_L,1.165808030947152,L-threonine,HMDB00167,C00188,6288.0,"InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1",,EX_thr_L_m,EX_thr_L(e)
41,ile_L,1.2446927680946294,L-isoleucine,HMDB00172,C00407,6306.0,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",,EX_ile_L_m,EX_ile_L(e)
42,leu_L,2.032087420496154,L-leucine,HMDB00687,C00123,6106.0,"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1",,EX_leu_L_m,EX_leu_L(e)
43,lys_L,1.403529319850132,L-lysinium(1+),HMDB00182,C00047,5962.0,"InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/p+1/t5-/m0/s1",,EX_lys_L_m,EX_lys_L(e)
44,met_L,0.5163722854770384,L-methionine,HMDB00696,C00073,6137.0,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",,EX_met_L_m,EX_met_L(e)
45,tyr_L,0.7645346145036801,L-tyrosine,HMDB00158,C00082,6057.0,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",,EX_tyr_L_m,EX_tyr_L(e)
46,ala_D,0.7597158930198938,D-alanine,HMDB01310,C00133,71080.0,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m1/s1",,EX_ala_D_m,EX_ala_D(e)
47,ala_L,0.7597158930198938,L-alanine,HMDB00161,C00041,5950.0,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",,EX_ala_L_m,EX_ala_L(e)
48,asp_L,1.0202693976366957,L-aspartate(1-),HMDB00191,C00049,5960.0,"InChI=1S/C4H7NO4/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H,6,7)(H,8,9)/p-1/t2-/m0/s1",,EX_asp_L_m,EX_asp_L(e)
49,gly,1.1732821254725807,Glycine,HMDB00123,C00037,750.0,"InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)",,EX_gly_m,EX_gly(e)
50,pro_D,3.907585305370864,D-proline,HMDB03411,C00763,8988.0,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m1/s1",,EX_pro_D_m,EX_pro_D(e)
51,pro_L,0.7815170610741728,L-proline,HMDB00162,C00148,145742.0,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",,EX_pro_L_m,EX_pro_L(e)
52,ser_L,1.6501841233350403,L-serine,HMDB00187,C00065,5951.0,"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1",,EX_ser_L_m,EX_ser_L(e)
53,but,2e-05,butyrate,HMDB00039,C00246,264.0,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)/p-1",,EX_but_m,EX_but(e)
54,octa,0.0024598560789366,octanoate (n-C8:0),HMDB00482,C06423,379.0,"InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)/p-1",,EX_octa_m,EX_octa(e)
55,etoh,2e-05,ethanol,HMDB00108,C00469,702.0,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",,EX_etoh_m,EX_etoh(e)
56,core2,1.0,Core 2,,,,,,EX_core2_m,EX_core2(e)
57,core2_rl,1.0,released Core 2,,,,,,EX_core2_rl_m,EX_core2_rl(e)
58,core3,1.0,Core 3,,,,,,EX_core3_m,EX_core3(e)
59,core6,1.0,Core 6,,,,,,EX_core6_m,EX_core6(e)
60,core8,1.0,Core 8,,,,,,EX_core8_m,EX_core8(e)
61,core4,1.0,Core 4,,,,,,EX_core4_m,EX_core4(e)
62,core4_rl,1.0,released Core 4,,,,,,EX_core4_rl_m,EX_core4_rl(e)
63,core5,1.0,Core 5,,,,,,EX_core5_m,EX_core5(e)
64,gncore1,1.0,"GlcNAc-alpha-1,4-Core 1",,,,,,EX_gncore1_m,EX_gncore1(e)
65,gncore1_rl,1.0,"released GlcNAc-alpha-1,4-Core 1",,,,,,EX_gncore1_rl_m,EX_gncore1_rl(e)
66,gncore2,1.0,"GlcNAc-alpha-1,4-Core 2",,,,,,EX_gncore2_m,EX_gncore2(e)
67,gncore2_rl,1.0,"released GlcNAc-alpha-1,4-Core 2",,,,,,EX_gncore2_rl_m,EX_gncore2_rl(e)
68,core7,1.0,Core 7,,,,,,EX_core7_m,EX_core7(e)
69,gchola,1.0,glycocholate,HMDB00138,C01921,10140.0,,,EX_gchola_m,EX_gchola(e)
70,tchola,1.0,taurocholate,HMDB00036,,440567.0,,,EX_tchola_m,EX_tchola(e)
71,o2,0.001,O2,HMDB01377,C00007,977.0,InChI=1S/O2/c1-2,,EX_o2_m,EX_o2(e)
72,12dgr180,0.33025423779968577,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",,,,,,EX_12dgr180_m,EX_12dgr180(e)
73,26dap_M,10.0,"meso-2,6-Diaminoheptanedioate",,,,,,EX_26dap_M_m,EX_26dap_M(e)
74,cellul,0.0005660407473675851,"Cellulose, chain length 500 glc_D assumed, DOI: 10.1002/anie.200460587",,,,,,EX_cellul_m,EX_cellul(e)
75,cgly,10.0,L-cysteinylglycine,HMDB00078,C01419,439498.0,"InChI=1S/C5H10N2O3S/c6-3(2-11)5(10)7-1-4(8)9/h3,11H,1-2,6H2,(H,7,10)(H,8,9)/t3-/m0/s1",,EX_cgly_m,EX_cgly(e)
76,cl,0.00020023999999985165,Chloride,HMDB00492,C00698,312.0,InChI=1S/ClH/h1H/p-1,,EX_cl_m,EX_cl(e)
77,cobalt2,0.00020023999999985165,Co2+,,,,,,EX_cobalt2_m,EX_cobalt2(e)
78,cytd,10.0,Cytidine,HMDB00089,C00475,6175.0,"InChI=1S/C9H13N3O5/c10-5-1-2-12(9(16)11-5)8-7(15)6(14)4(3-13)17-8/h1-2,4,6-8,13-15H,3H2,(H2,10,11,16)/t4-,6-,7-,8-/m1/s1",,EX_cytd_m,EX_cytd(e)
79,glygln,10.0,Glycyl-L-glutamine,,,,,,EX_glygln_m,EX_glygln(e)
80,mqn7,0.00015879400003626643,Menaquinone 7,,C00828,4086.0,,,EX_mqn7_m,EX_mqn7(e)
81,pheme,7.939699999992778e-05,Protoheme,HMDB03178,C00032,,,,EX_pheme_m,EX_pheme(e)
82,so4,0.18989536401225138,sulfate,HMDB01448,C00059,1118.0,"InChI=1S/H2O4S/c1-5(2,3)4/h(H2,1,2,3,4)/p-2",,EX_so4_m,EX_so4(e)
83,spmd,7.939700000036964e-05,Spermidine,HMDB01257,C00315,1102.0,"InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2/p+3",,EX_spmd_m,EX_spmd(e)
84,nmn,0.00528816799891974,NMN,HMDB00229,C00455,14180.0,,,EX_nmn_m,EX_nmn(e)
85,ptrc,0.009907939998582194,Putrescine,HMDB01414,C00134,1045.0,InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2/p+2,,EX_ptrc_m,EX_ptrc(e)
86,sheme,7.939699999992778e-05,Siroheme,,,,,,EX_sheme_m,EX_sheme(e)
87,strch1,10.0,"starch, structure 1 (1,6-{7[1,4-Glc], 4[1,4-Glc]})",,,,,,EX_strch1_m,EX_strch1(e)
88,4hbz,0.000870129363635572,4-hydroxybenzoate,HMDB00500,C00156,,"InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)/p-1",,EX_4hbz_m,EX_4hbz(e)
89,lcts,10.000000000000002,Lactose,HMDB00186,C00243,440995.0,,,EX_lcts_m,EX_lcts(e)
90,thymd,0.00047928000000041493,Thymidine,HMDB00273,C00214,5789.0,"InChI=1S/C10H14N2O5/c1-5-3-12(10(16)11-9(5)15)8-2-6(14)7(4-13)17-8/h3,6-8,13-14H,2,4H2,1H3,(H,11,15,16)/t6-,7+,8+/m0/s1",,EX_thymd_m,EX_thymd(e)
91,alaasp,10.0,L-alanyl-L-aspartate,,,,,,EX_alaasp_m,EX_alaasp(e)
92,dextran40,0.005434904305515567,"Dextran 40, 1,6-alpha-D-Glucan",,C00372,,,,EX_dextran40_m,EX_dextran40(e)
93,hxan,10.0,Hypoxanthine,HMDB00157,C00262,790.0,"InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)",,EX_hxan_m,EX_hxan(e)
94,mqn8,0.0001587940000007393,Menaquinone 8,,C00828,4086.0,,,EX_mqn8_m,EX_mqn8(e)
95,pullulan1200,0.00014820467932436895,"pullulan (n=1200 repeat units, alpha-1,4 and alph-1,6 bounds)",,,,,,EX_pullulan1200_m,EX_pullulan1200(e)
96,rib_D,10.0,D-ribose,HMDB00283,C00121,5779.0,,,EX_rib_D_m,EX_rib_D(e)
97,csn,10.0,cytosine,HMDB00630,C00380,597.0,"InChI=1S/C4H5N3O/c5-3-1-2-6-4(8)7-3/h1-2H,(H3,5,6,7,8)",,EX_csn_m,EX_csn(e)
98,gln_L,10.0,L-glutamine,HMDB00641,C00064,5961.0,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",,EX_gln_L_m,EX_gln_L(e)
99,q8,0.0007548369999994802,Ubiquinone-8,,,,,,EX_q8_m,EX_q8(e)
100,xyl_D,10.0,aldehydo-D-xylose,,,644160.0,"InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h1,3-5,7-10H,2H2/t3-,4+,5+/m0/s1",,EX_xyl_D_m,EX_xyl_D(e)
101,glyasn,10.0,Glycyl-L-asparagine,,,,,,EX_glyasn_m,EX_glyasn(e)
102,glycys,10.0,Gly-Cys,,,,,,EX_glycys_m,EX_glycys(e)
103,gthox,0.00042718249999961145,Oxidized glutathione,HMDB03337,C00127,65359.0,,,EX_gthox_m,EX_gthox(e)
104,gam,10.0,D-Glucosamine,HMDB01514,C00329,439213.0,,,EX_gam_m,EX_gam(e)
105,gthrd,7.939699999992778e-05,Reduced glutathione,HMDB00125,C00051,124886.0,,,EX_gthrd_m,EX_gthrd(e)
106,ura,0.012321599999989274,uracil,HMDB00300,C00106,1174.0,"InChI=1S/C4H4N2O2/c7-3-1-2-5-4(8)6-3/h1-2H,(H2,5,6,7,8)",,EX_ura_m,EX_ura(e)
107,asn_L,10.0,L-asparagine,HMDB00168,C00152,6267.0,"InChI=1S/C4H8N2O3/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H2,6,7)(H,8,9)/t2-/m0/s1",,EX_asn_L_m,EX_asn_L(e)
108,ins,10.0,Inosine,HMDB00195,C00294,6021.0,,,EX_ins_m,EX_ins(e)
109,no3,10.0,Nitrate,,,,,,EX_no3_m,EX_no3(e)
110,2dmmq8,3.841063708493528,2-Demethylmenaquinone 8,,,,,,EX_2dmmq8_m,EX_2dmmq8(e)
111,4abz,0.005589879988725771,4-Aminobenzoate,,,,,,EX_4abz_m,EX_4abz(e)
112,glc_D,10.000000000000114,D-glucose,HMDB00122,C00031,5793.0,,,EX_glc_D_m,EX_glc_D(e)
113,cit,6.333130613916037,Citrate,HMDB00094,C00158,311.0,"InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)/p-3",,EX_cit_m,EX_cit(e)
114,cys_L,0.09145064094331268,L-cysteine,HMDB00574,C00097,5862.0,"InChI=1S/C3H7NO2S/c4-2(1-7)3(5)6/h2,7H,1,4H2,(H,5,6)/t2-/m0/s1",,EX_cys_L_m,EX_cys_L(e)
115,fru,10.0,D-Fructose,HMDB00660,C02336,439709.0,,,EX_fru_m,EX_fru(e)
116,orn,10.0,Ornithine,HMDB00214,C00077,6262.0,"InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/p+1",,EX_orn_m,EX_orn(e)
117,amet,10.0,S-Adenosyl-L-methionine,HMDB01185,C00019,34756.0,,,EX_amet_m,EX_amet(e)
118,btn,7.195299999993456e-05,Biotin,HMDB00030,C00120,171548.0,"InChI=1S/C10H16N2O3S/c13-8(14)4-2-1-3-7-9-6(5-16-7)11-10(15)12-9/h6-7,9H,1-5H2,(H,13,14)(H2,11,12,15)/p-1/t6-,7-,9-/m0/s1",,EX_btn_m,EX_btn(e)
119,xan,0.3766267087046167,Xanthine,HMDB00292,C00385,1188.0,"InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)",,EX_xan_m,EX_xan(e)
120,pydx5p,0.0026894112857118392,Pyridoxal 5-phosphate,HMDB01491,C00018,1051.0,"InChI=1S/C8H10NO6P/c1-5-8(11)7(3-10)6(2-9-5)4-15-16(12,13)14/h2-3,11H,4H2,1H3,(H2,12,13,14)/p-2",,EX_pydx5p_m,EX_pydx5p(e)
121,man,10.0,D-Mannose,HMDB00169,C00159,18950.0,,,EX_man_m,EX_man(e)
122,stys,10.0,Stachyose,,,,,,EX_stys_m,EX_stys(e)
123,arabttr,10.0,Arabinotriose,,,,,,EX_arabttr_m,EX_arabttr(e)
124,h2s,0.21806829029117658,Hydrogen sulfide,,,,,,EX_h2s_m,EX_h2s(e)
125,metala,6.075371816753807,L-methionyl-L-alanine,,,,"InChI=1S/C8H16N2O3S/c1-5(8(12)13)10-7(11)6(9)3-4-14-2/h5-6H,3-4,9H2,1-2H3,(H,10,11)(H,12,13)/t5-,6-/m0/s1",,EX_metala_m,EX_metala(e)
126,akg,0.9663968139949048,2-Oxoglutarate,HMDB00208,C00026,51.0,"InChI=1S/C5H6O5/c6-3(5(9)10)1-2-4(7)8/h1-2H2,(H,7,8)(H,9,10)/p-2",,EX_akg_m,EX_akg(e)
127,ade,1.944630052902642,Adenine,HMDB00034,C00147,190.0,"InChI=1S/C5H5N5/c6-4-3-5(9-1-7-3)10-2-8-4/h1-2H,(H3,6,7,8,9,10)",,EX_ade_m,EX_ade(e)
128,alagln,10.0,L-alanyl-L-glutamine,,,,,,EX_alagln_m,EX_alagln(e)
129,dextrin,10.000000000000002,Dextrin,,C00721,,,,EX_dextrin_m,EX_dextrin(e)
130,gsn,10.0,Guanosine,HMDB00133,C00387,6802.0,,,EX_gsn_m,EX_gsn(e)
131,lanost,0.00017150249999984404,lanosterol,HMDB01251,C01724,246983.0,,,EX_lanost_m,EX_lanost(e)
132,malthx,10.0,Maltohexaose,HMDB12253,C01936,439606.0,,,EX_malthx_m,EX_malthx(e)
133,malt,10.000000000000002,Maltose,HMDB00163,C00208,439186.0,,,EX_malt_m,EX_malt(e)
134,lactl,10.0,,,,,,,EX_lactl_m,EX_lactl(e)
135,chor,0.07017722548637906,chorismate,,,,,,EX_chor_m,EX_chor(e)
136,glyc3p,10.0,Glycerol 3-phosphate,HMDB00126,C00093,439162.0,"InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)/p-2/t3-/m1/s1",,EX_glyc3p_m,EX_glyc3p(e)
137,sucr,10.000000000001368,Sucrose,HMDB00258,C00089,5988.0,,,EX_sucr_m,EX_sucr(e)
138,ac,10.0,acetate,HMDB00042,C00033,176.0,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)/p-1",,EX_ac_m,EX_ac(e)
139,HC00319,0.013178578999988018,Malonate,HMDB00691,C00383,867.0,"InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)",,EX_HC00319_m,EX_HC00319(e)
140,h,10.0,proton,HMDB01362,C00282,1038.0,InChI=1S/p+1/i/hH,,EX_h_m,EX_h(e)
141,for,10.0,Formate,HMDB00142,C00058,284.0,"InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)/p-1",,EX_for_m,EX_for(e)
142,glyasp,10.0,Glycyl-L-aspartate,,,,,,EX_glyasp_m,EX_glyasp(e)
143,sbt_D,7.523818100464041,D-glucitol,HMDB00247,C00794,5780.0,"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5-,6-/m1/s1",,EX_sbt_D_m,EX_sbt_D(e)
144,sucbz,0.0007614600000000018,o-Succinylbenzoate,,,,,,EX_sucbz_m,EX_sucbz(e)
145,fum,10.0,Fumarate,HMDB00134,C00122,444972.0,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/p-2/b2-1+",,EX_fum_m,EX_fum(e)
146,gal,10.0,D-Galactose,HMDB00143,C00984,439357.0,,,EX_gal_m,EX_gal(e)
147,tsul,0.00130874099999881,thiosulfate(2-),HMDB00257,C05529,1084.0,"InChI=1S/H2O3S2/c1-5(2,3)4/h(H2,1,2,3,4)/p-2",,EX_tsul_m,EX_tsul(e)
148,acgam,10.0,N-acetyl-D-glucosamine,HMDB00215,C00140,439174.0,"InChI=1S/C8H15NO6/c1-4(12)9-5(2-10)7(14)8(15)6(13)3-11/h2,5-8,11,13-15H,3H2,1H3,(H,9,12)/t5-,6+,7+,8+/m0/s1",,EX_acgam_m,EX_acgam(e)
149,arab_D,0.6358088120096266,D-Arabinose,,,,,,EX_arab_D_m,EX_arab_D(e)
150,co2,10.0,carbon dioxide,HMDB01967,C00011,280.0,InChI=1S/CO2/c2-1-3,,EX_co2_m,EX_co2(e)
151,glyc,10.0,Glycerol,HMDB00131,C00116,753.0,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",,EX_glyc_m,EX_glyc(e)
152,dhna,0.0008871280001585533,"1,4-Dihydroxy-2-naphthoate",,,,,,EX_dhna_m,EX_dhna(e)
153,2obut,0.0033912679999969155,2-Oxobutanoate,HMDB00005,C00109,58.0,"InChI=1S/C4H6O3/c1-2-3(5)4(6)7/h2H2,1H3,(H,6,7)/p-1",,EX_2obut_m,EX_2obut(e)
154,indole,0.8098654209992628,Indole,,,,,,EX_indole_m,EX_indole(e)
155,tre,10.000000000000002,Trehalose,HMDB00975,C01083,7427.0,,,EX_tre_m,EX_tre(e)
156,acnam,0.0028510999948042504,N-acetylneuraminate,HMDB00230,C19910,439197.0,,,EX_acnam_m,EX_acnam(e)
157,3mop,0.018292031999983364,3-methyl-2-oxopentanoate,HMDB00491,C03465,47.0,"InChI=1S/C6H10O3/c1-3-4(2)5(7)6(8)9/h4H,3H2,1-2H3,(H,8,9)/p-1",,EX_3mop_m,EX_3mop(e)
158,adn,5.842071055426615,Adenosine,HMDB00050,C00212,60961.0,,,EX_adn_m,EX_adn(e)
159,melib,10.0,Melibiose,,,,,,EX_melib_m,EX_melib(e)
